StartDate,EndDate,1minusp,GLRTval,GrangerTest
2022-01-01,2022-03-03,0.0084150743232303,9.55546123829322,0.135382759617473
2022-01-06,2022-03-08,0.00254571093550038,11.9466906440336,0.0289842471407252
2022-01-11,2022-03-13,0.00124143700796775,13.3829713859039,0.00938477534673427
2022-01-16,2022-03-18,0.00465610267970362,10.7391530311905,0.0550218400161919
2022-01-21,2022-03-23,0.00525797318067456,10.4960193067159,0.0735400443711759
2022-01-26,2022-03-28,0.0266610833931095,7.24910065531259,0.282632373266301
2022-01-31,2022-04-02,0.0146142026595655,8.45152287642941,0.207064559528164
2022-02-05,2022-04-07,0.0196537270007804,7.85897657880179,0.285826753155057
2022-02-10,2022-04-12,0.0344603267628862,6.73589313109048,0.385531263155715
2022-02-15,2022-04-17,0.474033547336361,1.49295436964053,0.541482830553299
2022-02-20,2022-04-22,0.413356030859913,1.76689199437618,0.973066062958192
2022-02-25,2022-04-27,1.53309945843949e-05,22.1712679777617,0.000345466301526954
2022-03-02,2022-05-02,0.000293600959317519,16.2665779875977,0.000801227955906541
2022-03-07,2022-05-07,7.71458362402999e-06,23.5447960865392,2.82314441474008e-05
2022-03-12,2022-05-12,8.63836823661313e-06,23.3185937089859,2.18964484965457e-05
2022-03-17,2022-05-17,6.41578733584502e-07,28.5186678536334,9.2239059623273e-06
2022-03-22,2022-05-22,9.35781615973852e-07,27.7637674078812,3.66640859627284e-05
2022-03-27,2022-05-27,0.0163278909509473,8.22976106430059,0.156384795735867
2022-04-01,2022-06-01,0.0876436312046329,4.86895266384957,0.356984369399943
2022-04-06,2022-06-06,0.130464442492823,4.07330912133162,0.352362881511211
2022-04-11,2022-06-11,0.243570254440076,2.82469971762416,0.376626830569058
2022-04-16,2022-06-16,0.237497125981077,2.87519951342594,0.622548360428753
2022-04-21,2022-06-21,0.093082939094375,4.74852873008678,0.553638472371617
2022-04-26,2022-06-26,0.0986931070006043,4.63148034573592,0.335967650251368
2022-05-01,2022-07-01,0.0154670474967797,8.33808697216909,0.156988875647363
2022-05-06,2022-07-06,0.210904725436422,3.11269757139232,0.429167141919969
2022-05-11,2022-07-11,0.0157848601041486,8.29740803918622,0.0273702449519649
2022-05-16,2022-07-16,0.0150285354884955,8.39560903837324,0.0192446477701801
2022-05-21,2022-07-21,0.13697793643134,3.9758708281401,0.0603407383889643
2022-05-26,2022-07-26,0.00191781112896006,12.5131415605578,0.167343096467279
2022-05-31,2022-07-31,0.000393645672145837,15.6801187251244,0.225104374616616
2022-06-05,2022-08-05,0.000384851569165456,15.7253056652986,0.107724948651631
2022-06-10,2022-08-10,0.0106659928155345,9.0813896807794,0.296153811782171
2022-06-15,2022-08-15,0.00469128639064953,10.7240969008245,0.398791400987293
2022-06-20,2022-08-20,1,-0.1142254876425,0.49166827463563
2022-06-25,2022-08-25,1,-5.49985912208757,0.392979184399435
2022-06-30,2022-08-30,0.0356309325902945,6.66908225081468,0.0432228604946332
2022-07-05,2022-09-04,0.00121464761065304,13.426602553283,0.0228680826290656
2022-07-10,2022-09-09,0.000782629173522564,14.3057031423795,0.0107867935611351
2022-07-15,2022-09-14,1.42150544246711e-06,26.9275881543437,0.0101590961663789
2022-07-20,2022-09-19,1,-4.09216511505713,0.298442957770665
2022-07-25,2022-09-24,0.0773199928654502,5.11960543383006,0.3193871862139
2022-07-30,2022-09-29,0.0549121101485118,5.80404273841796,0.317998695951698
2022-08-04,2022-10-04,0.0975768197058068,4.65423063357134,0.294919187850353
2022-08-09,2022-10-09,0.252902254193486,2.74950442393438,0.557714266590414
2022-08-14,2022-10-14,0.0977624212873867,4.6504300323918,0.562964456754613
2022-08-19,2022-10-19,0.106288902087768,4.48318880178576,0.644465610069476
2022-08-24,2022-10-24,0.367306220293332,2.00311878223047,0.896469223543768
2022-08-29,2022-10-29,0.459108105773726,1.5569391441833,0.901413918782529
2022-09-03,2022-11-03,0.379931721065171,1.93552744762758,0.891931642666725
2022-09-08,2022-11-08,0.402795209143136,1.81865402418686,0.809770488015707
2022-09-13,2022-11-13,0.255470361653707,2.72929775484482,0.86653570145903
2022-09-18,2022-11-18,0.123384529473974,4.18489908860141,0.678730370620774
2022-09-23,2022-11-23,0.137738893138641,3.96479092954482,0.634570330310637
2022-09-28,2022-11-28,0.0813029233508096,5.01914661100059,0.423225724819421
2022-10-03,2022-12-03,0.18836410849097,3.33875688387354,0.523074533416928
2022-10-08,2022-12-08,0.0693497624671481,5.33718511471682,0.534101381220764
2022-10-13,2022-12-13,0.0604369976614986,5.61230763501072,0.432382453377657
2022-10-18,2022-12-18,0.106819753509176,4.47322482321513,0.511463663066709
2022-10-23,2022-12-23,0.14950154836541,3.80089705849153,0.616456389783869
2022-10-28,2022-12-28,0.0881454110738509,4.8575348592918,0.438042716569074
